tweet_id,full_text,mp_party,mp_name,created_at,label_1,label_2,label_3,label_4,label_5,majority_vote,tie_break,final_label
1386929868680671233,"És a dirimeixen qui tindrà els diners d’Europa per repartir i qui es queda la gestió del gruix del pressupost autonòmic (les engrunes en llenguatge del procés™️). 
Claríssim que això va d’independència o independència. https://t.co/1Yij4GRreM",PSOE,Marc Lamuà Estañol,2021-04-27 06:27:03+00:00,-1,-1,-1,-1,,-1,,-1
1388789033984217088,La libertad de los lobos es comerse a las ovejas. https://t.co/P4a01GTheU,PSOE,José Zaragoza,2021-05-02 09:34:42+00:00,0,-1,0,0,-1,0,,0
1417128839650717721,"Nos violan, nos agreden y nos matan porque nos dejamos. https://t.co/UUQfcL6Dqg",UP,Martina Velarde Gómez,2021-07-19 14:26:59+00:00,-1,-1,-1,-1,-1,-1,,-1
1419416366935912452,LA TORRE DE ROTTERDAM QUE SE “TRAGA” LA CONTAMINACIÓN https://t.co/8nMBFHB3Da https://t.co/j75jRC8NKM,PSOE,Daniel Senderos Oraá,2021-07-25 21:56:48+00:00,0,0,0,0,0,0,,0
1413068872052318215,Comienza el conversatorio sobre Salud Sexual y Reproductiva organizado por @inmujeres https://t.co/TFSq6i5zP6,PSOE,Fuensanta Lima Cid,2021-07-08 09:34:07+00:00,0,0,0,0,0,0,,0
1407638445804109829,Así de mal estamos. 👉🏽 ⁦@WWFespana⁩ alerta que 75% de España está en peligro de sufrir desertificación https://t.co/V4zIIbI6iy,UP,Juan López de Uralde,2021-06-23 09:55:32+00:00,-1,-1,0,-1,-1,-1,,-1
1372472936372830208,Hoy la regulación de la eutanasia saldrá adelante en el ⁦⁦@Congreso_Es⁩. España contará con el nuevo derecho de la libertad para morir con dignidad. #PSOE vuelve a ser pionero en la conquista de un nuevo avance en derechos y libertades civiles #LaLibertadDeElegir https://t.co/lAaBqMQc0u,PSOE,Mercè Perea,2021-03-18 09:00:22+00:00,1,1,1,1,1,1,,1
1372850144098549761,Estoy 100% seguro que el Exconcejal y miembro del PSOE ha publicado la foto manipulada. https://t.co/IQtd4UBgKR,VOX,Víctor Manuel Sánchez del Real,2021-03-19 09:59:15+00:00,-1,-1,-1,-1,-1,-1,,-1
1383131241797533701,"“La jerarquía católica dice una cosa en privado y en público todo lo contrario”.
Miguel Hurtado, superviviente de violencia sexual en el seno de la Iglesia. 

https://t.co/3pMmLWQlYn",UP,Ione Belarra,2021-04-16 18:52:40+00:00,-1,-1,-1,-1,-1,-1,,-1
1409820227441987586,"Dicho esto, lo que escuchamos sobre los adolescentes confinados es una mezcla de negacionismo y complotismo sazonado con clara intencionalidad política que ha preferido atacar a las instituciones, a los profesionales, a todo el mundo, excepto de esmerarse en salvar vidas👇",PSOE,Pere Joan Pons,2021-06-29 10:25:10+00:00,-1,-1,-1,-1,-1,-1,,-1
1372126589740285956,".@ecoembes registró en 2020 más de 11.500 consultas sobre mascarillas, guantes e hidrogel https://t.co/JCeX8XZ74o",PSOE,Daniel Senderos Oraá,2021-03-17 10:04:06+00:00,0,0,0,0,1,0,,0
1356846232908496900,"Bon dia! Us deixo per aquí la peça de @rtvcardedeu: seria bo un govern de canvi i progrés per Catalunya com els que tenim a l’Estat i a l’Ajuntament de BCN. Hem demostrat que quan governem, complim. 
#PresidentIlla #FemHo 
#CatalunyaSeràTerraPeraJoves https://t.co/7yiRqNxwkG",PSOE,Arnau Ramírez Carner,2021-02-03 06:05:25+00:00,1,0,1,1,1,1,,1
1375113254033354760,"Les Corts 

“La potestad legislativa dentro la Comunitat Valenciana corresponde a Les Corts, que representan al pueblo. Les Corts son inviolables y gozan de autonomía.” https://t.co/iP2FQiKjTY",PP,Óscar Gamazo Micó,2021-03-25 15:52:02+00:00,0,0,0,1,0,0,,0
1414090765882597376,"Que sabrá #Marlaska para q Sánchez no pueda echar,al Ministro más abrasado!!🤔

Estupor entre policías y guardias civiles por la continuidad de Marlaska, el ministro más discutido https://t.co/iuxuuloKWd",PP,Ana Belén Vázquez,2021-07-11 05:14:45+00:00,-1,-1,-1,-1,-1,-1,,-1
1401833589570953216,"También compartimos impresiones con colectivos infanto-juveniles sobre los tremendos avances que la Ley de Infancia nos va a permitir. 

España se convierte en pionera en materia de protección a la infancia. https://t.co/PnbwD8jYXl",PSOE,Omar Anguita Pérez,2021-06-07 09:29:07+00:00,1,1,1,1,1,1,,1
1362515959039336450,"Y mientras ...

La NASA hace historia: el rover Perseverance aterriza en Marte e inicia la búsqueda de vida. https://t.co/37ORbeAgML",Cs,María Muñoz Vidal,2021-02-18 21:34:53+00:00,0,1,0,1,1,1,,1
1372839466382004229,La estafa nacional https://t.co/3csm0VL993,PSOE,Carmen Baños Ruiz,2021-03-19 09:16:49+00:00,-1,-1,-1,-1,-1,-1,,-1
1370776074209083396,"La educación como un servicio público esencial exige q se cumplan unos niveles mínimos   en su prestación. Hemos registrado una PNL para q el Gobierno y las CCAA, refuercen el carácter vertebrador de la #escuelapública como la red q garantiza plenamente el derecho a la educación. https://t.co/mz3kt6QRN2",PSOE,Maria Luz Martínez Seijo,2021-03-13 16:37:38+00:00,0,0,-1,1,1,TIE,0,0
1362794004690182151,"Hoy ha comparecido el peor ministro del interior en décadas: Marlaska. A explicar lo que hizo la UME y a darnos lecciones a @vox_es . Pero no sabe que la UME la fundó uno de los mejores generales que ha dado España: Fulgencio Coll , portavoz de VOX en el ayuntamiento de Palma. https://t.co/Dc9yqpunLA",VOX,Luis Gestoso de Miguel,2021-02-19 15:59:44+00:00,-1,-1,-1,0,-1,-1,,-1
1366398696468996096,"Las crisis humanitarias las celebra con champán y masajes en un hotel de 5 estrellas Gran Lujo. 

Es #AbalosDeluxe, ministro de Pedro Sánchez https://t.co/AqTkswtaWC",PP,Alicia García Rodríguez,2021-03-01 14:43:30+00:00,-1,-1,-1,-1,-1,-1,,-1
1396099587761446920,Es magnífico https://t.co/dhOyggdRmD,PP,Pilar Marcos Domínguez,2021-05-22 13:44:14+00:00,1,1,1,1,1,1,,1
1382099331617058819,"¡No se puede explicar mejor!
↘️↘️↘️↘️ https://t.co/Mf56nI7x7c",VOX,José Ramírez del Río,2021-04-13 22:32:13+00:00,1,1,1,1,1,1,,1
1368950366528765953,"La Ministra de Sanidad, Darias, anuncia la llegada de 4,8 millones de #vacunas de Pfizer en abril.  Gran noticia que genera confianza en la ciudadanía sobre el aumento del ritmo de la vacunación. ☂️☂️

https://t.co/vcZlQIFhRL vía @HoyporHoy",PSOE,Odón Elorza González,2021-03-08 15:42:55+00:00,1,1,1,1,1,1,,1
1379063117913657354,"Menuda sorpresa!!!  Si a su “Santidad” le queda algo de vergüenza lo cesará (seguro q no).Marlaska no tiene ""ninguna voluntad"" de dimitir tras ser anulada la destitución de Pérez de los Cobos https://t.co/UIp7pI1mJh @populares @GPPopular",PP,Vicente Betoret Coll,2021-04-05 13:27:23+00:00,-1,-1,-1,-1,-1,-1,,-1
1398947588506898433,"Si te elogia la Feministra de 
Igual-dá mal vamos. 🙈
Si se posiciona contra  mi postura, para mi eso es un elogio, quiere decir que vamos bien. https://t.co/LjFnxzLq7J",VOX,Inés María Cañizares Pacheco,2021-05-30 10:21:10+00:00,1,-1,-1,-1,1,-1,,-1
1389911665572032515,"Cuando yo era pequeño teníamos un club entre unos árboles, y nos repartíamos liderazgo de la pandilla, con cargos muy chulos.  Hasta nos dibujábamos unos carnets espectaculares. https://t.co/wC3jFD698v",VOX,Víctor Manuel Sánchez del Real,2021-05-05 11:55:39+00:00,1,0,0,1,1,1,,1
1416681443779137536,En cualquier otro país están analizando proyectos para crear empleo y riqueza con el dinero de Europa y aquí en España  el gobierno de @sanchezcastejon discutiendo por quien los reparte y quien se lleva algo . https://t.co/p7cSX83t6G,PP,Eloy Suárez,2021-07-18 08:49:11+00:00,-1,-1,-1,-1,-1,-1,,-1
1415264880739954692,"Una decisión muy acertada.
Un tándem imbatible.
¡Enhorabuena @Mtelladof ! https://t.co/pccvAeCC4G",PP,Jaime de Olano,2021-07-14 11:00:16+00:00,1,1,1,1,1,1,,1
1415327966289072130,Algunos no aprenden ni quieren aprender. Que soberbia!!! https://t.co/BwB5hIYxHo,PP,María Carmen Riolobos Regadera,2021-07-14 15:10:57+00:00,-1,-1,-1,-1,-1,-1,,-1
1410952240957898755,"Ayer vimos en #Jaen un presidente de la @AndaluciaJunta sin proyectos, sin ideas, sin liderazgo para afrontar la recuperación económica en #Andalucia. En el momento más decisivo de nuestra historia, nuestra tierra se encuentra con un gobierno incapaz de liderar ningún proyecto.",PSOE,Juan Francisco Serrano Martínez,2021-07-02 13:23:23+00:00,-1,-1,-1,-1,-1,-1,,-1
1412466395338715146,"Y somos muy eficaces en nuestra acción judicial, ya se lo dijo Santiago Abascal en el Congreso. 

Vox se querella contra el 'Govern' por el fondo para las fianzas del Tribunal de Cuentas - Libertad Digital https://t.co/EbQ2fCL4up",VOX,José Ramírez del Río,2021-07-06 17:40:05+00:00,0,-1,1,0,1,TIE,1,1
1418193870828064768,"Nueva etapa también en Málaga:

El nuevo subdelegado del Gobierno en Málaga, @FJavier_Salas, se marca como objetivo ""acercar las políticas del Gobierno de Pedro Sánchez a la ciudadanía"" https://t.co/FM7O8SLYQw vía @SER_Malaga",PSOE,Ignacio López Cano,2021-07-22 12:59:02+00:00,0,0,0,1,1,0,,0
1363763734276112389,Hacia Madrid para seguir defendiendo a la provincia de Cádiz con un gran compañero Alcalde y Senador @jilandaluce https://t.co/nxGCrwsaOJ,PP,José Ortiz Galván,2021-02-22 08:13:06+00:00,1,1,1,1,1,1,,1
1369413533457412101,"Brutal @Ortega_Smith y encima nos felicitan los paisanos de Barcelona que acaban de llegar¡¡
Que buen servicio realiza el taxi en Madrid¡¡ https://t.co/FRw8aDv55w",VOX,Rodrigo Jiménez Revuelta,2021-03-09 22:23:23+00:00,1,1,1,1,1,1,,1
1420305020982108160,"El mundo feliz de Puig es un estado confederal con lo suyo y jacobino con lo de los demás: yo decido sobre lo tuyo pero sobre lo mío ya decido yo. 

Escribo hoy en @valenciaplaza “No es Madrid, es la incompetencia.”

https://t.co/YuqT4djohS",Cs,María Muñoz Vidal,2021-07-28 08:47:59+00:00,-1,-1,-1,-1,-1,-1,,-1
1360334609590927363,"Habéis hecho una gran campaña y tenéis las propuestas que Catalunya necesita para avanzar en más democracia y más justicia social.

Molta força @jessicaalbiach y @EnComu_Podem! 

#ElCanviQueCatalunyaMereix https://t.co/ahyJGLiyrM",UP,Alberto Garzón,2021-02-12 21:06:59+00:00,1,1,1,1,1,1,,1
1395505792045002753,¿Qué risas no? La cuenta oficial del principal partido de la oposición. A la altura siempre del país al que deberían servir (ironía)...  https://t.co/8qBLhyXjH0,PSOE,Pilar Cancela Rodríguez,2021-05-20 22:24:42+00:00,-1,-1,-1,-1,-1,-1,,-1
1376939452518514688,"Las mujeres tienen un peso decisivo en el Gobierno de España. Desde hoy serán mayoría en el Ejecutivo que contará, por primera vez, con cuatro mujeres vicepresidentas. Mi agradecimiento a @NadiaCalvino, @Yolanda_Diaz_ e @IoneBelarra por haber aceptado sus nuevas responsabilidades https://t.co/GkN2PQLcRr",PSOE,Pedro Sánchez,2021-03-30 16:48:42+00:00,1,1,1,1,1,1,,1
1412166442242363396,"Este país nunca se va a resignar a la violencia homófoba ni a los discursos que la alimentan. Las calles ha respondido hoy y lo harán siempre contra las agresiones y el odio. 

Por Samuel, por nuestras libertades, por los derechos que defenderemos sin tregua. https://t.co/3T0LnIQ2wl",UP,Yolanda Díaz Pérez,2021-07-05 21:48:11+00:00,1,-1,-1,1,1,1,,1
1393069967243943936,"A quienes se enrocan en discusiones sobre si su modalidad es lengua, dialecto, habla..., Weinrich decía q una lengua es un dialecto con ejército, queriendo decir q esas divisiones no tienen sentido con un criterio lingüístico; es solo una cuestión d prestigio, es decir, de poder.",UP,María Márquez Guerrero,2021-05-14 05:05:36+00:00,0,0,-1,-1,0,0,,0
1413377025214124035,"La proliferación de locales de juego en Madrid tiene consecuencias. 

La conexión de los registros de “autoprohibidos” de las CCAA con el estatal ha sido una propuesta del ⁦@gpscongreso⁩ durante este periodo de sesiones en #Congreso  https://t.co/oCT6YrWyla",PSOE,Daniel Viondi,2021-07-09 05:58:36+00:00,0,-1,-1,-1,-1,-1,,-1
1392388767928000515,"Cara al sol', 'feminazismo' y homofobia: la retórica de la extrema derecha se cuela en las aulas murcianas.

#StopVOX

https://t.co/L6nmwvRyFH",ERC-Sob,Maria das Graças Carvalho Dantas,2021-05-12 07:58:46+00:00,-1,-1,0,-1,-1,-1,,-1
1383709610335293444,"María Jesús es una mujer admirable, trabajadora, peleona y que lidera este reconocido establecimiento oscense. Enhorabuena a toda la familia por mantener esta joya!!! https://t.co/ih2XBEcq8t",Cs,Sara Giménez,2021-04-18 09:10:53+00:00,1,1,1,1,1,1,,1
1366749954178482177,"Ni 24h ha tardado Ayuso en aceptar el pin parental de la extrema derecha. 

En Madrid tenemos una competición entre quien es más de derechas.",PSOE,Daniel Viondi,2021-03-02 13:59:16+00:00,-1,-1,-1,-1,-1,-1,,-1
1391465705221107715,"Pensemos:
👉El PSOE quedó tercero en elecciones gallegas

👉Illa no es Presidente de Cataluña

👉El PSOE fracasó en las mociones de Murcia y Castilla y León 

👉En Madrid sacó su peor resultado histórico, siendo tercera fuerza 

Tic tac @sanchezcastejon 
Hola @pablocasado_",PP,José Ortiz Galván,2021-05-09 18:50:50+00:00,-1,-1,-1,-1,-1,-1,,-1
1415962352365756417,"El Tribunal Constitucional afirma que se debía utilizar el estado de excepción que es más duro con la suspensión de libertades.
Abascal y Casado acusan a Pedro Sánchez de dictador por usar el estado de alarma que es más respetuoso con los derechos de los españoles.
Mentirosos.",PSOE,José Zaragoza,2021-07-16 09:11:46+00:00,-1,-1,-1,-1,-1,-1,,-1
1400878888033603585,"Hoy, junto a Felipe VI, el PM de Portugal, 
@antoniocostapm, y el presidente Rebelo de Sousa, presentamos la candidatura conjunta a organizar el Mundial de Fútbol de 2030. España y Portugal trabajarán con ilusión para que la Copa del Mundo vuelva a la Península 38 años después. https://t.co/GBjcY34Q4w",PSOE,Pedro Sánchez,2021-06-04 18:15:28+00:00,0,1,1,1,1,1,,1
1391013860119810048,"Según la encuesta de invymark para @sextaNoticias , @pablocasado_ ganaría las elecciones generales para el @populares y es a día de hoy el líder mejor valorado. 
Seguimos, con España en el corazón! https://t.co/FiP1nEjfbx",PP,Víctor Valentín Píriz Maya,2021-05-08 12:55:22+00:00,1,1,1,1,1,1,,1
1399667074981564418,"Hoy se cumplen tres años de la llegada de un Gobierno progresista.
Un Gobierno para avanzar en derechos sociales, protección social, protección del medio ambiente y mejora de servicios públicos.
#AvanzandoEnDerechos https://t.co/zHHzCgOQYG",PSOE,Daniel Senderos Oraá,2021-06-01 10:00:09+00:00,1,1,1,1,1,1,,1
1405842194402099202,"Comisarios políticos de @La_SER:
No es racista constatar una realidad ni salir en defensa de los inmigrantes legales. https://t.co/RplxOBO9HX",VOX,Cristina Alicia Esteban Calonje,2021-06-18 10:57:53+00:00,-1,-1,0,0,0,0,,0
1380088470039846913,"Hasel en la cárcel y los fascistas del Blanquerna todavía en la calle.
https://t.co/ooaUQttcWR",UP,Jaume Asens Llodrà,2021-04-08 09:21:46+00:00,-1,-1,-1,-1,-1,-1,,-1
1370684252820504580,"Los andaluces no decimos una cosa y a la mañana siguiente otra.
@mjmonteroc no nos representa, nos avergüenza https://t.co/ZBnosx8fZT",PP,José Ortiz Galván,2021-03-13 10:32:46+00:00,-1,-1,-1,-1,-1,-1,,-1
1396126290537861121,"Sólo VOX votó contra ella: 

""Esta ley [de Cambio Climático] supondrá un encarecimiento sin precedentes de la factura
eléctrica en un país que ya ostenta el
récord europeo de subida de precios
para los hogares desde 2008"".

Artículo de Fernando del Pino: https://t.co/kjbBP0tsny",VOX,Francisco José Contreras Peláez,2021-05-22 15:30:21+00:00,-1,-1,0,-1,-1,-1,,-1
1411758550184046594,"Esa gente a la que importa una mierda que una persona vulnerable con discapacidad se quedara en la calle, sin techo donde dormir, y llama delincuente a quien la defendió de quedarse en la calle, esa gente. Esa mala gente",UP,Martina Velarde Gómez,2021-07-04 18:47:22+00:00,-1,-1,-1,-1,-1,-1,,-1
1381942810950127616,"Aquí el “efecto #Teo” y la #Libertad de Pablo Casado. 👇🏼
La Asamblea de la #Region secuestrada por la corrupción el #PP #transfugas https://t.co/dkjPMrDbos",PSOE,Carmen Baños Ruiz,2021-04-13 12:10:16+00:00,-1,-1,-1,-1,-1,-1,,-1
1408494411416276994,".@abalosmeco: ""El recurso del PP contra la Ley de la Eutanasia es lamentable, es reiterado y es hipócrita"" https://t.co/CRV05CFaFI",PSOE,Daniel Senderos Oraá,2021-06-25 18:36:50+00:00,-1,-1,-1,-1,-1,-1,,-1
1358400193566244864,"No es falta de memoria, es falta de vergüenza. https://t.co/X8KGtLkGNn",PSOE,Omar Anguita Pérez,2021-02-07 13:00:18+00:00,-1,-1,-1,-1,-1,-1,,-1
1408380196940615684,"Dentro de los Objetivos de Desarrollo Sostenible  de la ONU, el número 15 atiende a la vida de ecosistemas terrestres y busca conservar y recuperar el uso de estos para 2020, así como detener la deforestación para mitigar los impactos del cambio climático. https://t.co/QQbRA7EjKd",PSOE,Daniel Senderos Oraá,2021-06-25 11:03:00+00:00,0,0,0,1,0,0,,0
1375007474051395585,"Para entender cómo hemos llegado hasta aquí y por qué hay que regenerar la política en España, lean este libro. En serio, es sorprendente. https://t.co/ifJc7rVYhU",VOX,José Ramírez del Río,2021-03-25 08:51:42+00:00,0,,1,1,1,1,,1
1418676502506393601,El PP permite que los partidos islámicos y la izquierda declaren 'persona non grata' a ⁦@Santi_ABASCAL⁩ en la Asamblea de Ceuta - #SoloQuedaVox  https://t.co/NG9l8wSSAA,VOX,Emilio del Valle,2021-07-23 20:56:50+00:00,0,-1,0,-1,-1,-1,,-1
1364238463118299140,"Encuentro de trabajo con la presidenta de la @CNMC_ES. La colaboración continua, desde su autonomía e independencia, con el @Congreso_Es será una prioridad para nosotros en esta nueva etapa. https://t.co/4KgS4lnTSw",PSOE,Pedro Casares Hontañón,2021-02-23 15:39:30+00:00,0,1,1,1,1,1,,1
1365956554365755392,"20 años separan estas fotos ¿Merecía la pena educar en el separatismo, la exclusión y el odio? ¿O hubiera sido mejor promover la unidad de España, la Constitución y los valores democráticos que defiende nuestro Rey? https://t.co/5d9w9RVjcg",PP,Teresa Jiménez-Becerril,2021-02-28 09:26:35+00:00,0,-1,-1,-1,-1,-1,,-1
1362353627713724416,"Mientras Sanchez y Marlaska callan, el @GPPopular pide la comparecencia del Ministro Del Interior en el @Congreso_Es para que de la cara ante los gravísimos disturbios y la creciente violencia y los ataques a nuestra @policia https://t.co/gBH9NFUc2Y",PP,Teresa Jiménez-Becerril,2021-02-18 10:49:50+00:00,-1,-1,-1,-1,-1,-1,,-1
1372481013427941378,"Hoy se aprueba en el Congreso la ley de la Eutanasia. @vox_es tumbará esta ley, en el Constitucional o en el propio Congreso pronto. Y nosotros cumplimos nuestras promesas.",VOX,José Ramírez del Río,2021-03-18 09:32:27+00:00,-1,-1,-1,0,1,-1,,-1
1375041862541709312,"Hagamos lo que hagamos, no les va a parecer bien.

Cuando empezó esta pandemia, ""confinamos tarde"".
Cuando desconfinamos, ""desconfinamos pronto"".
Cuando ejercimos el control, ""centralizamos"".
Cuando dimos responsabilidad a las CCAA, ""dejación de funciones"".

🏛️ @AlejandroSolerM https://t.co/rRVbOFuZtM",PSOE,Mercè Perea,2021-03-25 11:08:21+00:00,0,-1,-1,-1,-1,-1,,-1
1364213029349523458,"Reunidos con @alpeski_es, agencia de viajes especializada en turismo de nieve, nuestros competidores han puesto a disposición ayudas directas para que su sector pueda sobrevivir, aquí el gobierno sigue negándose a darlas, lo único que pide el sector es que no les dejen morir. https://t.co/xBPPC7m9i8",PP,Agustín Almodóbar Barceló,2021-02-23 13:58:26+00:00,0,-1,-1,0,-1,-1,,-1
1416022492095950848,"A la derecha le parece normal no cumplir con la Constitución, luego salen diciendo que son Constitucionalistas. https://t.co/4gIjWn8gOK",UP,Antonia Jover Díaz,2021-07-16 13:10:45+00:00,-1,-1,-1,-1,-1,-1,,-1
1410152695743320065,"¡Gensanta, qué líder de la oposición! Bueno, lo de líder ya tal...! @pablocasado_ se descalifica a sí mismo 🤦‍♀️",PSOE,Pilar Cancela Rodríguez,2021-06-30 08:26:16+00:00,-1,-1,-1,-1,-1,-1,,-1
1374403436418977797,"Menor tutelada. Abusó de ella. Entre 2 y 10 ocasiones. Lo taparon. No la creyeron. La dejaron sola ante el juez. Esposada. @monicaoltra miró hacia otro lado. 

No es un historia de terror (que también). Son los hechos.

Y el silencio de @IreneMontero @PabloIglesias . ¿Por qué? https://t.co/UVW0hxP1am",PP,Margarita Prohens Rigo,2021-03-23 16:51:29+00:00,-1,-1,-1,-1,-1,-1,,-1
1399362817455800321,"China, a por el tercer hijo. 

España (fecundidad: 1'17 hijos/mujer), a intentar bajar de uno: https://t.co/3F27S4vgJ0",VOX,Francisco José Contreras Peláez,2021-05-31 13:51:09+00:00,-1,-1,0,-1,-1,-1,,-1
1385880309691002882,"Radiografía de uno de los poderes del Estado por .⁦@ErnestoEkaizer⁩ 

‘Lesmes adaptó aquella expresión de Alfonso Guerra de octubre de 1982 referida a España. Cambió España por judicatura y se prometió que no la reconocería ni la madre que la parió’
 https://t.co/JCKvZc2rGj",UP,Gloria Elizo,2021-04-24 08:56:28+00:00,0,0,0,-1,1,0,,0
1380805485524291588,"Frente a esta realidad, es el pueblo organizado quien está intentando mejorar las condiciones de vida de las personas bloqueadas.

La solidaridad frente al racismo institucional destapa las vergüenzas de una política migratoria difícil de diferenciar de PP o Coalición Canaria.",UP,Alberto Rodríguez Rodríguez,2021-04-10 08:50:56+00:00,-1,-1,-1,0,-1,-1,,-1
