tweet_id,full_text,mp_party,mp_name,created_at,label_1,label_2,label_3,majority_vote,tie_break,final_label
1346737819050504192,"Το 2020 πραγματοποιήσαμε μεταρρυθμίσεις στην Παιδεία από τη βάση προς την κορυφή της. Και συνεχίζουμε, με στόχο να εξασφαλίσουμε στα παιδιά μας περισσότερα και καλύτερα εφόδια για το παρόν και το μέλλον. Διαβάστε το άρθρο μου στα Παραπολιτικά εδώ: https://t.co/HHfeijkOSQ https://t.co/L9tlGJTJqj",New Democracy,Niki Kerameus,2021-01-06 08:38:11+00:00,0,1,1,1,,1
1371933570277781504,"Η επίθεση στον @AdonisGeorgiadi από τον @syriza_gr είναι το αποκορύφωμα της πρόκλησης. Αυτοί που έχουν καλέσει σε 151 διαδηλώσεις μέσα στην καραντίνα ξαφνικά ανακάλυψαν τη δημόσια υγεία. Απροκάλυπτα υποκριτές, γνήσιοι Συριζαίοι.",New Democracy,Thanos Plevris,2021-03-16 21:17:07+00:00,-1,-1,-1,-1,,-1
1346577623862927366,"Κάποτε γιορτάζαμε έτσι!
σ.σ. Αυθεντική εορταστική φωτογραφία, στην πλατεία Συντάγματος από μεγάλη συνέντευξή μου στο περιοδικό ""VOTRE BEAUTÉ"". https://t.co/NYWfdwdhh7",New Democracy,Fotini Pipili,2021-01-05 22:01:38+00:00,-1,1,1,1,,1
1379741030635933697,"Η ανάγκη για μια κοινή προσπάθεια, ώστε ο κόσμος μας να γίνει πιο υγιής και ισότιμος με ανάλογες παρεχόμενες υπηρεσίες υγείας, είναι πιο επιτακτική από ποτέ.
#WorldHealthDay",MfC,Burhan Baran,2021-04-07 10:21:10+00:00,0,0,1,0,,0
1365679244764995586,"Επιχείρηση τρομοκράτησης των Ελλήνων ώστε να αποδεχτούν ότι θέλουν οι Μογγόλοι.Βερεμης:Τουρκική εισβολή στο Καστελόριζο στο αμέσως επόμενο χρονικό διάστημα, σφαγή ελλήνων και αιχμαλωσία των κατοίκων σε στρατόπεδα συγκέντρωσης! Πόσο βρώμικος είναι αυτός ο πόλεμος; @ellinikilisi https://t.co/IXvVrhquB5",Greek Solution,Kyriakos Velopoulos,2021-02-27 15:04:39+00:00,-1,-1,-1,-1,,-1
1397449548545597441,Λίγο μετά τις 11:00 μιλάμε για κορονοιο εθνικά θέματα και αποκαλύψεις για την συγκυβέρνηση ΝΔ ΣΥΡΙΖΑ κιναλ. @ellinikilisi https://t.co/0CSyuwGPxR,Greek Solution,Kyriakos Velopoulos,2021-05-26 07:08:30+00:00,0,0,0,0,,0
1395634639448989697,"Καλημέρα, στις 11:30΄ στο ρ/σ @thema_radio συζητάμε με τον Μπ. Κούτρα και @felnicos 
➡https://t.co/7Sp1wJjmug https://t.co/0OnnakMT51",Syriza,Olga Gerovasili,2021-05-21 06:56:42+00:00,0,0,0,0,,0
1395799809605394433,Τσι-Μενδώνη. Υπουργός «πολιτισμού» της @neademokratia https://t.co/aG6yzE34SV,Syriza,Kostas Barkas,2021-05-21 17:53:01+00:00,0,-1,0,0,,0
1378957981346332672,Μόνο ντροπή...Βαρέλι δίχως πάτο. https://t.co/ReUT029a3z,Syriza,Christos Giannoulis,2021-04-05 06:29:37+00:00,-1,-1,-1,-1,,-1
1371816594045829123,"Είμαστε όλοι πραγματικά συγκλονισμένοι από το τραγικό δυστύχημα στην είσοδο της Βουλής που στοίχισε τη ζωή στον 23χρονο Ιάσωνα. Ένα τραγικό γεγονός, το οποίο όμως δε χώρα ούτε μικροπολιτική ούτε μικροκομματική εκμετάλλευση ούτε τακτικισμούς. 
@ertofficial_ https://t.co/uPUF62sdJ9",Syriza,Olga Gerovasili,2021-03-16 13:32:17+00:00,1,-1,-1,-1,,-1
1372884642076983300,"Οι κεντρικές τράπεζες έχουν αυτοπαγιδευτεί, τροφοδοτώντας παράλληλα επικίνδυνες φούσκες και διαστρεβλώσεις @ellinikilisi 
Η χρηματοπιστωτική καταστολή https://t.co/PAXcv51CU1",Greek Solution,Vasilis Viliardos,2021-03-19 12:16:20+00:00,-1,-1,-1,-1,,-1
1369652892668485632,Καταπέλτης ο Αλιβιζάτος: Εκδηλη η συμπάθεια ΣΥΡΙΖΑ προς την πολιτική βία -Συμπορεύεται με τον Κουφοντίνα | ΕΛΛΑΔΑ | https://t.co/QHsAwH3h69 https://t.co/kAzS7vTQ1m,New Democracy,Adonis Georgiadis,2021-03-10 14:14:31+00:00,-1,0,-1,-1,,-1
1380797613730107393,"Είμαστε εδώ, δουλεύουμε για τις τελευταίες λεπτομέρειες, παρακολουθούμε την τροφοδοσία των φαρμακείων, από τα οποία έχουν ήδη διατεθεί 300.000 δωρεάν self-test. @SkaitvGR #Kalimera",New Democracy,Niki Kerameus,2021-04-10 08:19:39+00:00,1,1,0,1,,1
1377273173020962824,Είναι η 1η  από τις πολλές και σπουδαίες δράσεις που θα αναλάβει ο ΟΦΥΠΕΚΑ το αμέσως επόμενο χρονικό διάστημα.,New Democracy,Giorgos Amyras,2021-03-31 14:54:47+00:00,1,1,1,1,,1
1411058662244761601,Εγώ θεωρώ πως ο Μητσοτάκης είναι πολύ καλύτερος πωλητής παρότι Πρωθυπουργός ΕΥΔΑΠ και Ευαθ πουλιούνται και όλοι σφυρίζουν αδιάφορα. #Βουλη #μητσοτακη_παραιτησου #κυβερνηση_Μητσοτακη,MeRA25,Maria Apatzidi,2021-07-02 20:26:15+00:00,-1,-1,-1,-1,,-1
1408708497064214529,"Καλημέρα και καλό Σαββατοκύριακο. Ευχαριστώ το https://t.co/0ZhgC6ADfe που φιλοξενεί άρθρο μου, σχετικά με την υποβάθμιση του πλαισίου προστασίας των ζώων συντροφιάς.

#kinima_allagis #pasok #me_nadia

https://t.co/VASnLbGG2v",MfC,Nadia Giannakopoulou,2021-06-26 08:47:32+00:00,0,1,1,1,,1
1389122821553594368,"Μεγάλη γιορτή σήμερα. Του Αγίου Γεωργίου. Δεν υπάρχει οικογένεοα που να μην έχει Γιώργο η Γεωργία. Από τα βάθη της καρδιάς μου εύχομαι χρόνια πολλά και καλα, με υγεία και δύναμη στους εορτάζοντες! https://t.co/tqK5gnFMdy",New Democracy,Giannis Loverdos,2021-05-03 07:41:03+00:00,1,1,1,1,,1
1410258346385494020,"Στα μνημονιακά χρόνια, οι μειώσεις μισθών και συντάξεων οδηγούν σε ύφεση που μειώνει το ΑΕΠ, με αποτέλεσμα να απαιτούνται μετά νέες μειώσεις μισθών και συντάξεων. Κάτι παρόμοιο συμβαίνει τώρα και στον χώρο της υγείας. 
👀 Δείτε το video απ'τη Βουλή 👉 https://t.co/rdKKGv91ee",MeRA25,Maria Apatzidi,2021-06-30 15:26:05+00:00,-1,-1,-1,-1,,-1
1370745166441689093,"Χθες ολοκληρώθηκαν οι εργασίες καθαρισμού στη Λεωφόρο των Ηρώων στο Πεδίον του Άρεως.Το πρωί, η ίδια κτηνωδία .Μίλησα με 
Περιφερειάρχη Πατούλη.Ηδη συνεργεία καθαρισμού επεμβαίνουν.Απαιτείται φύλαξη. https://t.co/hzcwegn3hA",New Democracy,Fotini Pipili,2021-03-13 14:34:49+00:00,-1,-1,-1,-1,,-1
1368907781500117000,Στις διευρυμένες συνομιλίες των αντιπροσωπειών Ελλάδας &amp; Αιγύπτου στο Κάιρο - Εxpanded talks between 🇬🇷🇪🇬 delegations in  #Cairo. https://t.co/ySgqQGflP8,New Democracy,Nikos Dendias,2021-03-08 12:53:42+00:00,0,,0,0,,0
1408497976968990723,Μία απλή έρευνα αλλά και διασταύρωση στο διαδίκτυο μπορεί να αποδείξει το έγκλημα των ανεμογεννητριών. Δεν χρειάζεται πολύ μυαλό! @ellinikilisi https://t.co/8cIE6E0jVx,Greek Solution,Kyriakos Velopoulos,2021-06-25 18:51:00+00:00,-1,-1,-1,-1,,-1
1366351410208587777,"Θα μπορούμε πλέον να υλοποιούμε τα έργα που έχει ανάγκη η χώρα μας πιο γρήγορα, πιο οικονομικά, με μεγαλύτερη ευελιξία και με περισσότερη διαφάνεια.
 
#YpoMe #KostasKaramanlis #Ypodomes #megala_erga https://t.co/ipQqiFCVFk",New Democracy,Kostas Karamanlis,2021-03-01 11:35:36+00:00,1,1,1,1,,1
1382012395514687489,"Συμμετέχω στην ειδική διαδικτυακή εκδήλωση του @ChathamHouse  με τίτλο ""#Άμυνα και #Ασφάλεια στην #Ανατολική_Μεσόγειο: Η προοπτική της Ελλάδος"". Οι εθνικές θέσεις είναι αδιαπραγμάτευτες, κρυστάλλινες και αδιαμφισβήτητες. @Hellenic_MOD #Ένοπλες_Δυνάμεις #Αμυντική_διπλωματία https://t.co/5zGt7npBDU",New Democracy,Nikos Panagiotopoulos,2021-04-13 16:46:46+00:00,0,0,1,0,,0
1410603963825606670,Το Ταμείο Ανάκαμψης έχει οριζόντιες στοχεύσεις όπως τον ψηφιακό &amp;πράσινο μετασχηματισμό καθώς &amp;των ιδιωτικών επενδύσεων. Οι στοχεύσεις αυτές σημαίνουν πολλά για τον τουρισμό και θα βοηθήσουν τις μικρομεσαίες επιχειρήσεις να αναπτυχθούν καλύτερα. @delphi_forum #NextGenerationEU,New Democracy,Haris Theocharis,2021-07-01 14:19:27+00:00,1,1,1,1,,1
1392150809593458690,"Στις 8.4.2021 είχα καταθέσει Ερώτηση στον Υπουργό Οικονομικών, με την οποία ζητούσα τη στήριξη του κλάδου των γυμναστηρίων.

📍 [Αριθμός Πρωτοκόλλου: 5766 /8.4.2021]

#γυμναστήρια

https://t.co/N0zRHtli1a

https://t.co/9xXLG8y4iD https://t.co/N617dG8YrE",New Democracy,Angelos Tsingris,2021-05-11 16:13:12+00:00,0,0,0,0,,0
1411996968801517570,O #ΣΥΡΙΖΑ-ΠΣ να διευρυνθεί τολμηρά &amp; να ανασυγκροτηθεί αποφασιστικά ως ένα σύγχρονο κόμμα της ριζοσπαστικής Αριστεράς &amp; ταυτόχρονα  ως ο κορμός του ευρύτερου προοδευτικού μετώπου | Από την Προγραμματική Συνδιάσκεψη https://t.co/8kPh9yHf96,Syriza,Yannis Dragasakis,2021-07-05 10:34:45+00:00,0,1,1,1,,1
1410506713728491521,"Κάνω μία πρόταση για το μέλλον και όχι για το παρελθόν. Για το ΠΑΣΟΚ του 21ου αιώνα #Andreas @ApoTis6ERT @ertofficial_ #video⬇️ 
https://t.co/ixh3xXq8BX https://t.co/qrBLeTRDhg",MfC,Andreas Loverdos,2021-07-01 07:53:01+00:00,1,1,1,1,,1
1413800911378526217,"Στην Ελληνική Λύση, για εμάς, τα Σκόπια θα είναι Σκόπια, διότι η προπαγάνδα καλά κρατεί στα γήπεδα και συνεχιζεται. Θα δείτε, ότι θα συνεχιστεί μέσω του ποδοσφαίρου η προπαγάνδα των σκοπιανών. @velopky @ellinikilisi  https://t.co/wRtRbaYTG4 https://t.co/gCLRvpX3fU",Greek Solution,Konstantinos Boubas,2021-07-10 10:02:59+00:00,-1,-1,-1,-1,,-1
1369186425187532800,"Εδώ και πολύ καιρό το @kinimallagis προειδοποιεί ότι η πολιτική όξυνση, ειδικότερα για ζητήματα #τρομοκρατίας, σε συνδυασμό με μια κατάσταση οικονομικής και επιδημιολογικής κρίσης, θα οδηγούσε στο ξέσπασμα βίας και τη δημιουργία ανεξέλεγκτων καταστάσεων. https://t.co/IDJo4InJpT",MfC,Michalis Katrinis,2021-03-09 07:20:56+00:00,-1,-1,0,-1,,-1
1411747190968565768,"ΔΕΥΤΕΡΑ 5/7 ΣΤΙΣ 11 Ο @velopky στον @FOCUSFM1036 με αμείλικτα επιχειρήματα ξεμπροστιάζει την #κυβερνηση_Μητσοτακη για τον ωμό εκβιασμό των Ελλήνων, μέσα από τις ΑΝΤΙΣΥΝΤΑΓΜΑΤΙΚΕΣ &amp; ΟΛΟΚΛΗΡΩΤΙΚΕΣ πολιτικές!
https://t.co/UlUEPZ0bVr
2310500676-7 https://t.co/AhPJxUVFZR",Greek Solution,Kyriakos Velopoulos,2021-07-04 18:02:13+00:00,-1,-1,-1,-1,,-1
1373674820840394755,"Για να έχουμε σύμμαχο τον πολίτη πρέπει να του εξηγούμε πειστικά γιατί λαμβάνονται κάποια μέτρα για την πανδημία.
Με στοιχεία και τεκμήρια.
Όταν δεν γίνεται αυτό, ο πολίτης αντιδρά.

📍Διαβάστε τη σημερινή μου συνέντευξη στην Εφημερίδα ΜΠΑΜ ➡https://t.co/KjzMLCec08 https://t.co/yvvRsGTMGj",New Democracy,Manos Konsolas,2021-03-21 16:36:13+00:00,-1,0,0,0,,0
1412681539775832070,Έως και ο ευρωβουλευτής της @neademokratia χαρακτηρίζει το «επιτελικό κράτος» που έχει φτιάξει ο @kmitsotakis https://t.co/VGAjfmEmp4,Syriza,Kostas Barkas,2021-07-07 07:55:00+00:00,-1,0,-1,-1,,-1
1354892973121691653,Η ατάκα της Σκόνδρα που «έγραψε» https://t.co/N5LAULzRzo,New Democracy,Asimina Skondra,2021-01-28 20:43:52+00:00,-1,0,0,0,,0
1380868410234576898,"Σήμερα στην κινητοποίηση ενάντια στις απάνθρωπες  πρακτικές για τον  Κορονοϊό στο Δρομοκαΐτειο, στο Χαϊδάρι. Άνθρωποι κλειδωμένοι σε τμήματα και δωμάτια για να μην κολλήσουν. Άσκηση ψυχολογικής πίεσης στους ψυχολογικά πιεσμένος. Καταστάσεις του 1700. https://t.co/dkkZrP3sWN",MeRA25,Kriton Arsenis,2021-04-10 13:00:58+00:00,-1,-1,-1,-1,,-1
1411241280781361153,@eynikh96 @nikoszeimpekis @ellinikilisi Δεν ξέρετε να διαβάζετε ;Το άρθρο του Guardian έβαλε !Όχι την άποψη του ! Έλεος πια,Greek Solution,Kyriakos Velopoulos,2021-07-03 08:31:55+00:00,-1,-1,-1,-1,,-1
1378087952845275136,"✅ Η παρουσία στο @blueskytvgr και την εκπομπή #Παρεμβάσεις

📺 https://t.co/W0VhTFFqhu https://t.co/jAtY8zuoZj",Syriza,Christos Spirtzis,2021-04-02 20:52:26+00:00,0,0,0,0,,0
1405558977136631825,"4ο....✌️
Ολοκληρώσαμε ένα ακόμα σημαντικό μέρος της Αθλητικής Μεταρρύθμισης, την οποία ξεκινήσαμε τον Νοέμβριο του 2019. 
Υπερψηφίστηκε μόλις το 4ο Ν/Σ  &amp; συνεχίζουμε τις τομές!
Πάμε για το επόμενο με την ίδια, ακούραστη διάθεση φροντίδας &amp; ανάπτυξης της αθλητικής οικογένειας 🇬🇷 https://t.co/s5UjOPRPBv",New Democracy,Lefteris Avgenakis,2021-06-17 16:12:28+00:00,1,1,1,1,,1
1370072237689204736,"Ακούσαμε τις εντυπώσεις τους από τη διδασκαλία της συγκεκριμένης θεματικής, η οποία συμβάλλει καθοριστικά στην πρόληψη κινδύνων, σε υπεύθυνες επιλογές τους και στη θωράκιση των κοινωνικών τους σχέσεων και της σωματικής και ψυχικής τους υγείας.
@ZettaMakri 
@GikaSissy",New Democracy,Niki Kerameus,2021-03-11 18:00:50+00:00,1,1,0,1,,1
1380793172272553984,"Πρωινή βόλτα στην αγορά της Καβάλας. 

Με το φίλο μου Γιάννη Χατζηαβραμίδη. Ποιότητα, αγάπη γι’ αυτό που κάνει και καλές τιμές είναι το τρίπτυχο της επιτυχίας του. 

Καλημέρα!

#dikisouepilogi #Καβάλα https://t.co/6g0aG23Wli",New Democracy,Makarios Lazaridis,2021-04-10 08:02:00+00:00,1,1,1,1,,1
1408736789418946560,"📌 Τοποθέτηση στη Διαρκή Επιτροπή Κοινωνικών Υποθέσεων,αναφορικά με το σ/ν του Υπ Υγείας
Ως ΜέΡΑ25,είμαστε κριτικοί προς το νομοσχέδιο,καθώς είμαστε αντίθετοι στη λογική του outsourcing, δηλαδή της εξωτερικής ανάθεσης. 
Δείτε το βίντεο με την τοποθέτηση 👉 https://t.co/1P0aRTaexx",MeRA25,Maria Apatzidi,2021-06-26 10:39:58+00:00,-1,-1,-1,-1,,-1
1356590362974945283,"Eίχα τη χαρά να υποδεχτώ στην Αθήνα τον φίλο Υφ. Εξωτερικών για θέματα ΕΕ Juan González-Barba Pera #SEUE. Με την 🇪🇦 μας ενώνουν πολλά. Υπάρχει ισχυρός δεσμός φιλίας, ταύτιση απόψεων &amp; στόχος μας είναι η κοινή πορεία προς ένα καλύτερο ευρωπαϊκό μέλλον. 🇪🇦🇬🇷🇪🇺 @GreeceMFA @MAECgob https://t.co/dvUd7MKEBU",New Democracy,Miltiadis Varvitsiotis,2021-02-02 13:08:41+00:00,1,1,1,1,,1
1396871493326356487,"📺Αύριο το πρωί λίγο μετά τις 9, θα είμαι φιλοξενούμενος στην εκπομπή του @ANT1TV @Kalimeraellada_ με τον Γιώργο Παπαδάκη. https://t.co/xyKU893C9d",Syriza,Kostas Barkas,2021-05-24 16:51:31+00:00,0,0,0,0,,0
1404758203016126464,«Το νομοσχέδιο της Ν. Δημοκρατίας για τα εργασιακά ευνοεί την ασυδοσία και την εκμετάλλευση» https://t.co/O0pEFe5Fq7,MfC,Andreas Poulas,2021-06-15 11:10:29+00:00,-1,-1,-1,-1,,-1
1379497370174504964,"Η χθεσινή συνέντευξη του κ.Τσίπρα επιβεβαίωσε με τον πλέον πανηγυρικό τρόπο την @ellinikilisi &amp;την άποψη της ότι σύντομα θα έχουμε εκλογές &amp; συγκυβέρνηση.
Ο κ.Τσίπρας ούτε λίγο ούτε πολύ είπε ότι συμφωνεί με τη Νέα Δημοκρατία για την προσφυγή στην Χάγη για τα Ελληνοτουρκικά. https://t.co/eizsKQgK4H",Greek Solution,Anastasia-Aikaterini Alexopoulou,2021-04-06 18:12:57+00:00,-1,-1,0,-1,,-1
1364227029005033479,Σήμερα στο Συμβούλιο Γενικών Υποθέσεων της ΕΕ 🇪🇺 ενόψει της έκτακτης Συνόδου Κορυφής έθεσα το θέμα του κοινού συντονισμού για το ευρωπαϊκό πιστοποιητικό εμβολιασμού που πρότεινε ο @PrimeministerGR. Ενημέρωσα ακόμη για την τουρκική προκλητικότητα &amp; παραβατικότητα στο Αιγαίο. #GAC https://t.co/EsPkSAkMk0,New Democracy,Miltiadis Varvitsiotis,2021-02-23 14:54:04+00:00,1,0,0,0,,0
1399685124556525568,Η συνάντηση Μητσοτάκη-Ερντογάν είναι ένα θετικό βήμα. Καλύτερα να βρισκόμαστε στο τραπέζι των διαπραγματεύσεων παρά να υπάρχει ένταση στο πεδίο. Η🇬🇷θα συνεχίσει να πιέζει την Τουρκία να σεβαστεί τις αποφάσεις του🇪🇺Συμβουλίου κρατώντας παράλληλα ανοικτό το παράθυρο του διαλόγου. https://t.co/9VkPiSM1PE,New Democracy,Miltiadis Varvitsiotis,2021-06-01 11:11:53+00:00,1,1,1,1,,1
1405199941488816139,"«Η σημερινή συνάντηση με τον κ. Regling και η εξαιρετικά χρήσιμη συζήτηση που είχαμε επιβεβαιώνει τη συστηματική, παραγωγική και αμοιβαία επωφελή συνεργασία που έχουμε εδραιώσει. Η Ελλάδα αντιμετώπισε την υγειονομική κρίση και τις επιπτώσεις της στην οικονομία και την κοινωνία https://t.co/RBzXimqlnq",New Democracy,Christos Staikouras,2021-06-16 16:25:48+00:00,1,1,1,1,,1
1346728209967173632,"Στη δύσκολη συγκυρία που βιώνουμε, εύχομαι το Φως της Χριστιανοσύνης να ζεστάνει τις καρδιές και τα σπίτια μας, να μας δώσει δύναμη και αισιοδοξία για τη νέα χρόνια. Χρόνια πολλά και δημιουργικά σε όλους! https://t.co/6TdLCqjops",New Democracy,Anna Efthymiou,2021-01-06 08:00:00+00:00,1,1,1,1,,1
